How to get to a *building* while spending the least amount of time outside
 Starting Building; Path (multiple Collumns)

Starting at A.Glenn Hill Center
To A.Glenn Hill Center,You are already at A.Glenn Hill Center
To MU,A.Glenn Hill Center->MU,
To CIE,A.Glenn Hill Center->MU,MU->Engineering,Engineering->Dolve,Dolve->CME,CME->CIE,
To CME,A.Glenn Hill Center->MU,MU->Engineering,Engineering->Dolve,Dolve->CME,
To Electrical and Computer Engineering,A.Glenn Hill Center->MU,MU->Engineering,Engineering->Dolve,Dolve->CME,CME->CIE,CIE->Electrical and Computer Engineering,
To Dolve,A.Glenn Hill Center->MU,MU->Engineering,Engineering->Dolve,
To Dunbar/Ladd,A.Glenn Hill Center->MU,MU->Dunbar/Ladd,
To Hultz,A.Glenn Hill Center->MU,MU->Dunbar/Ladd,Dunbar/Ladd->Hultz,
To Ehly,A.Glenn Hill Center->MU,MU->Engineering,Engineering->Ehly,
To Engineering,A.Glenn Hill Center->MU,MU->Engineering,
To Gate City Bank Auditorium,A.Glenn Hill Center->MU,MU->Dunbar/Ladd,Dunbar/Ladd->Hultz,Hultz->QBB,QBB->Gate City Bank Auditorium,
To Stevens Hall,A.Glenn Hill Center->MU,MU->Dunbar/Ladd,Dunbar/Ladd->Hultz,Hultz->QBB,QBB->Gate City Bank Auditorium,Gate City Bank Auditorium->Stevens Hall,
To Morrill,A.Glenn Hill Center->MU,MU->Dunbar/Ladd,Dunbar/Ladd->Hultz,Hultz->Morrill,
To QBB,A.Glenn Hill Center->MU,MU->Dunbar/Ladd,Dunbar/Ladd->Hultz,Hultz->QBB,
To Van Es Hall,A.Glenn Hill Center->MU,MU->Dunbar/Ladd,Dunbar/Ladd->Hultz,Hultz->QBB,QBB->Gate City Bank Auditorium,Gate City Bank Auditorium->Stevens Hall,Stevens Hall->Van Es Hall,
To South Engineering,A.Glenn Hill Center->MU,MU->South Engineering,
To Library,A.Glenn Hill Center->MU,MU->South Engineering,South Engineering->Library,
To Minard,A.Glenn Hill Center->MU,MU->Dunbar/Ladd,Dunbar/Ladd->Hultz,Hultz->Morrill,Morrill->Minard,
To Ceres Hall,A.Glenn Hill Center->Ceres Hall,
To Sudro,A.Glenn Hill Center->MU,MU->Engineering,Engineering->Dolve,Dolve->CME,CME->CIE,CIE->Sudro,
To Old Main,A.Glenn Hill Center->MU,MU->Old Main,
To West Dining Center,A.Glenn Hill Center->MU,MU->Engineering,Engineering->Dolve,Dolve->CME,CME->CIE,CIE->Sudro,Sudro->Residence,Residence->West Dining Center,
To Residence,A.Glenn Hill Center->MU,MU->Engineering,Engineering->Dolve,Dolve->CME,CME->CIE,CIE->Sudro,Sudro->Residence,
To Wallman Wellness Center,A.Glenn Hill Center->MU,MU->Dunbar/Ladd,Dunbar/Ladd->Hultz,Hultz->QBB,QBB->Gate City Bank Auditorium,Gate City Bank Auditorium->Stevens Hall,Stevens Hall->Van Es Hall,Van Es Hall->Wallman Wellness Center,

Starting at MU
To A.Glenn Hill Center,MU->A.Glenn Hill Center,
To MU,You are already at MU
To CIE,MU->Engineering,Engineering->Dolve,Dolve->CME,CME->CIE,
To CME,MU->Engineering,Engineering->Dolve,Dolve->CME,
To Electrical and Computer Engineering,MU->Engineering,Engineering->Dolve,Dolve->CME,CME->CIE,CIE->Electrical and Computer Engineering,
To Dolve,MU->Engineering,Engineering->Dolve,
To Dunbar/Ladd,MU->Dunbar/Ladd,
To Hultz,MU->Dunbar/Ladd,Dunbar/Ladd->Hultz,
To Ehly,MU->Engineering,Engineering->Ehly,
To Engineering,MU->Engineering,
To Gate City Bank Auditorium,MU->Dunbar/Ladd,Dunbar/Ladd->Hultz,Hultz->QBB,QBB->Gate City Bank Auditorium,
